Date,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_200,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,USDTRY,VIX,GOLD,BIST100
2022-06-16,4.824273955202715,4.915447127573174,4.641925709961575,4.661746501922607,7803375,4.654214572906494,4.661261148452759,4.635217172503475,0.0014598333588704548,-2.5938212275198377e-05,0.0014857715711456532,50.22859365741071,4.425836771174772,4.643511700630188,4.861186630085603,9.375444426074084,0.5418853961226492,17.236400604248047,32.95000076293945,1845.699951171875,2485.38671875
2022-06-17,4.598320858555394,4.633998472200283,4.582464986046608,4.618141174316406,3334694,4.651043319702149,4.661360740661621,4.649626138806347,-0.0018395539246798265,-0.0026602603966603836,0.0008207064719805573,48.39659156449823,4.446377204053912,4.650448775291443,4.854520346528975,8.776424861264822,0.4208424750710811,17.296600341796875,31.1299991607666,1835.5999755859373,2533.28662109375
2022-06-20,4.649854061462588,4.903555158947718,4.633998663424552,4.764811992645264,7233140,4.653421783447266,4.664235925674438,4.663900288343434,0.00729665583580541,0.005180759491059882,0.002115896344745528,54.41872361088758,4.4744674824758235,4.665314030647277,4.856160578818731,8.181509193925585,0.7606752989543177,17.33650016784668,31.1299991607666,1835.5999755859373,2539.1865234375
2022-06-21,4.776704418126758,5.0700461515629245,4.772740449798241,4.939231395721436,11416012,4.672052907943726,4.671941213607789,4.678091540336614,0.028285300698833282,0.020935523483270203,0.00734977721556308,60.345281388243635,4.468928288361735,4.68553078174591,4.902133275130084,9.24559045596386,1.0856364116860688,17.31220054626465,30.190000534057617,1834.5999755859373,2575.88623046875
2022-06-22,4.907518635188095,4.9709440281218935,4.836165780825143,4.859950065612793,6536055,4.702179861068727,4.67821870803833,4.690836687088018,0.038082619478023716,0.024586273809968508,0.013496345668055208,56.73432105611274,4.469653501455304,4.697422981262206,4.925192461069108,9.697635521240628,0.8567797680540292,17.34600067138672,28.950000762939453,1834.300048828125,2574.286376953125
2022-06-23,4.859949741002278,4.99472797929679,4.836165457803251,4.923375129699707,8574108,4.727153491973877,4.684422979354859,4.7027466535568285,0.050384140790840526,0.029510236098228254,0.020873904692612272,58.85544683139557,4.469271677078013,4.7134774684906,4.957683259903187,10.36202222435951,0.9297556990662919,17.342599868774414,29.049999237060547,1825.699951171875,2543.1865234375
2022-06-24,4.875805958068691,4.907518654661429,4.812381515133316,4.855985641479492,3458288,4.752919960021973,4.686911735534668,4.713048982620243,0.05407210696660947,0.026558561819197756,0.02751354514741171,55.729211115627194,4.492650579504386,4.729531931877136,4.966413284249886,10.017116103019207,0.7669136011250308,17.34589958190918,27.229999542236328,1826.5,2554.086669921875
2022-06-27,4.784632722264894,5.339602529523248,4.741027646257066,5.236536979675293,19841768,4.822291278839112,4.698511095046997,4.72385709524155,0.08670270451633222,0.0473513274951364,0.039351377021195816,66.53829531447514,4.4298052414349565,4.756685829162597,5.083566416890238,13.744047829418548,1.2339853887446368,16.668899536132812,26.950000762939453,1820.9000244140625,2529.28662109375
2022-06-28,5.165183170304766,5.280141099874759,5.101757778041981,5.145362854003906,9578003,4.877788209915162,4.70907621383667,4.73267819643021,0.10400677286194338,0.05172431667259804,0.052282456189345336,62.59504256203777,4.40692617652962,4.776902604103088,5.146879031676557,15.490222775556687,0.9979509807116707,16.563800811767578,28.36000061035156,1817.5,2490.186767578125
2022-06-29,5.169147860780461,5.232572299995526,4.633998394012451,4.633998394012451,17871469,4.863914012908936,4.708624801635742,4.737253482341769,0.07558622250249769,0.01864301305052188,0.05694320945197581,46.095131020958,4.392523829679437,4.766199612617492,5.139875395555547,15.68024058198606,0.32310705611479756,16.624500274658203,28.15999984741211,1813.699951171875,2401.9873046875
2022-06-30,4.633998685526283,4.848058200624448,4.562644405201772,4.760848522186279,8830458,4.873824214935303,4.71055253982544,4.74061617612839,0.06257712663357928,0.0045071337452827695,0.058069992888296514,49.64131383313126,4.390774783995515,4.764019393920899,5.1372640038462825,15.669315301346606,0.495752287306636,16.62820053100586,28.709999084472656,1804.0999755859373,2405.38720703125
