Date,USDTRY,VIX,GOLD,BIST100
2022-12-07,18.62660026550293,22.68000030517578,1785.5,4826.974609375
2022-12-08,18.62697982788086,22.290000915527344,1788.699951171875,4855.8740234375
2022-12-09,18.638530731201172,22.829999923706055,1798.0999755859375,5005.2734375
2022-12-12,18.635610580444336,25.0,1780.5,5193.2724609375
2022-12-13,18.617900848388672,22.549999237060547,1813.9000244140625,5256.17236328125
2022-12-14,18.629499435424805,21.139999389648438,1807.5,5066.47314453125
2022-12-15,18.607770919799805,22.829999923706055,1777.199951171875,5188.7724609375
2022-12-16,18.64459991455078,22.6200008392334,1790.0,5214.27197265625
2022-12-19,18.622900009155273,22.420000076293945,1787.699951171875,5391.87109375
2022-12-20,18.645200729370117,21.479999542236328,1815.9000244140625,5418.97119140625
2022-12-21,18.636680603027344,20.06999969482422,1815.9000244140625,5429.0712890625
2022-12-22,18.654800415039062,21.969999313354492,1787.0,5447.17138671875
2022-12-23,18.66963005065918,20.8700008392334,1795.9000244140625,5454.77099609375
2022-12-26,18.623430252075195,20.8700008392334,1795.9000244140625,5504.07080078125
2022-12-27,18.65679931640625,21.649999618530273,1814.800048828125,5434.47119140625
2022-12-28,18.656999588012695,22.139999389648438,1807.9000244140625,5345.57177734375
2022-12-29,18.69367027282715,21.440000534057617,1819.5,5476.87060546875
2022-12-30,18.70298957824707,21.670000076293945,1819.699951171875,5509.1708984375
2023-01-02,18.644729614257812,21.670000076293945,1819.699951171875,5661.06982421875
2023-01-03,18.74329948425293,22.899999618530273,1839.699951171875,5626.5703125
2023-01-04,18.70686912536621,22.010000228881836,1852.800048828125,5523.470703125
2023-01-05,18.735950469970703,22.459999084472656,1834.800048828125,5116.37255859375
2023-01-06,18.766599655151367,21.1299991607666,1864.199951171875,5341.9716796875
2023-01-09,18.768489837646484,21.969999313354492,1872.699951171875,5170.97265625
2023-01-10,18.758499145507812,20.579999923706055,1871.5999755859375,4987.9736328125
2023-01-11,18.754459381103516,21.09000015258789,1874.5999755859375,4728.875
2023-01-12,18.773399353027344,18.829999923706055,1895.5,4970.673828125
2023-01-13,18.77869987487793,18.350000381469727,1918.4000244140625,4984.87353515625
2023-01-16,18.783069610595703,18.350000381469727,1918.4000244140625,5207.67236328125
2023-01-17,18.779090881347656,19.360000610351562,1907.199951171875,5314.9716796875
2023-01-18,18.75263023376465,20.34000015258789,1904.4000244140625,5384.171875
2023-01-19,18.763029098510742,20.520000457763672,1922.0999755859375,5422.37109375
2023-01-20,18.792699813842773,19.850000381469727,1926.4000244140625,5490.2705078125
2023-01-23,18.793350219726562,19.809999465942383,1927.0999755859375,5404.37109375
2023-01-24,18.719240188598633,19.200000762939453,1933.9000244140625,5366.4716796875
2023-01-25,18.795230865478516,19.079999923706055,1941.199951171875,5297.771484375
2023-01-26,18.804000854492188,18.729999542236328,1929.0999755859375,5230.97216796875
2023-01-27,18.81049919128418,18.510000228881836,1928.5999755859375,5191.7724609375
2023-01-30,18.798599243164062,19.940000534057617,1922.9000244140625,5096.27294921875
2023-01-31,18.808000564575195,19.399999618530273,1929.5,4976.57373046875
2023-02-01,18.804000854492188,17.8700008392334,1927.800048828125,4713.375
2023-02-02,18.807449340820312,18.729999542236328,1916.300048828125,4752.1748046875
2023-02-03,18.80525016784668,18.329999923706055,1862.9000244140625,4997.57373046875
2023-02-06,18.825319290161133,19.43000030517578,1866.199951171875,4930.173828125
2023-02-07,18.829099655151367,18.65999984741211,1871.699951171875,4505.27587890625
2023-02-08,18.831600189208984,19.6299991607666,1877.4000244140625,4505.27587890625
2023-02-09,18.832359313964844,20.709999084472656,1866.199951171875,4505.27587890625
2023-02-10,18.829700469970703,20.530000686645508,1862.800048828125,4505.27587890625
2023-02-13,18.82975959777832,20.34000015258789,1851.9000244140625,4505.27587890625
2023-02-14,18.837459564208984,18.90999984741211,1854.0,4505.27587890625
2023-02-15,18.84394073486328,18.229999542236328,1834.199951171875,4950.4736328125
2023-02-16,18.85038948059082,20.170000076293945,1842.0,5008.57373046875
2023-02-17,18.854820251464844,20.020000457763672,1840.4000244140625,5026.77294921875
2023-02-20,18.85346031188965,20.020000457763672,1840.4000244140625,5148.87255859375
2023-02-21,18.863500595092773,22.8700008392334,1833.0,5149.37255859375
2023-02-22,18.862699508666992,22.290000915527344,1832.0,5071.373046875
2023-02-23,18.875200271606445,21.139999389648438,1818.0,5086.17333984375
2023-02-24,18.86302947998047,21.670000076293945,1808.800048828125,5058.77294921875
2023-02-27,18.882020950317383,20.950000762939453,1817.0,5197.37255859375
2023-02-28,18.884199142456055,20.700000762939453,1828.9000244140625,5237.27197265625
2023-03-01,18.882400512695312,20.579999923706055,1837.699951171875,5322.671875
2023-03-02,18.883399963378906,19.59000015258789,1833.5,5261.3720703125
2023-03-03,18.885700225830078,18.489999771118164,1847.699951171875,5212.3720703125
2023-03-06,18.88681983947754,18.610000610351562,1847.9000244140625,5392.27099609375
2023-03-07,18.869890213012695,19.59000015258789,1813.9000244140625,5381.87158203125
2023-03-08,18.918100357055664,19.110000610351562,1812.699951171875,5438.37109375
2023-03-09,18.940799713134766,22.610000610351562,1829.300048828125,5446.17138671875
2023-03-10,18.951900482177734,24.799999237060547,1862.0,5384.57177734375
2023-03-13,18.961389541625977,26.520000457763672,1911.699951171875,5323.171875
2023-03-14,18.97100067138672,23.729999542236328,1906.199951171875,5207.27197265625
2023-03-15,18.974899291992188,26.139999389648438,1926.5999755859375,5121.57275390625
2023-03-16,18.98699951171875,22.989999771118164,1919.0,5229.572265625
2023-03-17,19.00200080871582,25.510000228881836,1969.800048828125,5136.37255859375
2023-03-20,19.00787925720215,24.149999618530273,1979.199951171875,4975.4736328125
2023-03-21,19.00881004333496,21.3799991607666,1938.0,4906.57421875
2023-03-22,19.033199310302734,22.260000228881836,1946.800048828125,5001.07373046875
2023-03-23,19.043899536132812,22.610000610351562,1993.800048828125,5061.97314453125
2023-03-24,19.057199478149414,21.739999771118164,1982.0999755859375,5031.97314453125
2023-03-27,19.0802001953125,20.600000381469727,1952.4000244140625,4997.7734375
2023-03-28,19.092580795288086,19.969999313354492,1972.4000244140625,4811.474609375
2023-03-29,19.12070083618164,19.1200008392334,1966.0999755859375,4943.173828125
2023-03-30,19.14689064025879,19.020000457763672,1980.300048828125,4896.07421875
2023-03-31,19.17569923400879,18.700000762939453,1969.0,4812.87451171875
2023-04-03,19.193479537963867,18.549999237060547,1983.9000244140625,4839.47412109375
2023-04-04,19.20479965209961,19.0,2022.199951171875,4984.07373046875
2023-04-05,19.216999053955078,19.079999923706055,2020.9000244140625,4919.8740234375
2023-04-06,19.250099182128906,18.399999618530273,2011.9000244140625,4912.77392578125
2023-04-07,19.250699996948242,18.399999618530273,2011.9000244140625,4924.57373046875
2023-04-10,19.245399475097656,18.969999313354492,1989.0999755859375,5092.27294921875
2023-04-11,19.265300750732422,19.100000381469727,2004.800048828125,5124.2724609375
2023-04-12,19.291040420532227,19.09000015258789,2010.9000244140625,5146.07275390625
2023-04-13,19.308759689331055,17.799999237060547,2041.300048828125,5135.57275390625
2023-04-14,19.335100173950195,17.06999969482422,2002.199951171875,5092.873046875
2023-04-17,19.378299713134766,16.950000762939453,1994.199951171875,5059.373046875
